ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik,roi,p/e,beta,electricity,Diesel ,Business Travel,Carbon Footprint
pnr,Pentair PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/7c350a5284b5364e4cbc3ebcdd8e5340212483e8b43f627494bb2fe66925d7be.png,https://www.pentair.com/,BBB,High,BB,Medium,BB,Medium,433,330,315,1078,18-04-2022,BBB,High,77360,1.363973359,29.97468812,2.304475144,21042.41993,577.7001492,9750.921334,5.45773634
pnw,Pinnacle West Capital Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/58db7dc2-80ec-11ea-a1d4-00000000092a.png,https://www.pinnaclewest.com/,AA,Excellent,BBB,High,BB,Medium,629,479,300,1408,18-04-2022,A,High,764622,0.104857093,7.624214073,0.699997998,13765.30159,857.8841645,5437.218139,5.916956777
ppl,PPL Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/5ad1b27e-80ec-11ea-91fc-00000000092a.png,https://www.pplweb.com/,A,High,BB,Medium,BB,Medium,525,306,300,1131,18-04-2022,BBB,High,922224,1.195745842,13.75898129,2.837918435,18565.67089,625.0558449,3888.247958,4.30204451
pwr,Quanta Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/5cd40824-80ec-11ea-8cdc-00000000092a.png,https://www.quantaservices.com/,A,High,BB,Medium,BB,Medium,540,382,310,1232,19-04-2022,A,High,1050915,0.490408802,28.36497778,0.92427211,6663.181632,1134.092691,8884.671179,8.217721089
rjf,Raymond James Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/61f3d4a2-80ec-11ea-bc21-00000000092a.png,https://www.raymondjames.com/,A,High,BB,Medium,BB,Medium,505,309,305,1119,19-04-2022,BBB,High,720005,1.417842655,23.61737695,1.949052176,23882.80122,1095.004407,5987.204769,7.330035569
rf,Regions Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/6078f774-80ec-11ea-a4f9-00000000092a.png,https://www.regions.com/,BBB,High,BB,Medium,BB,Medium,490,304,305,1099,17-04-2022,BBB,High,1281761,0.261030619,5.279503356,-0.440728133,6447.365852,625.6006535,4360.773669,4.406252549
rcl,Royal Caribbean Cruises Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/fa7e26aaa52b5bf30455b809ea0e58a231ef2155d3060c9c25907fe65ac56333.png,https://www.royalcaribbeangroup.com/,A,High,BB,Medium,BB,Medium,503,327,310,1140,19-04-2022,BBB,High,884887,1.317018586,13.58896701,1.381766814,23462.21211,633.4485091,9828.572317,5.777603577
rl,Ralph Lauren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/627d9592-80ec-11ea-8d78-00000000092a.png,https://investor.ralphlauren.com/,BBB,High,BB,Medium,BB,Medium,420,352,303,1075,19-04-2022,BBB,High,1037038,0.314653002,19.56000991,0.547327662,12055.53334,697.2445583,5864.771914,5.156831625
pvh,PVH Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/5c877bb6-80ec-11ea-aa40-00000000092a.png,https://www.pvh.com/,BBB,High,BB,Medium,BB,Medium,418,319,315,1052,19-04-2022,BBB,High,78239,0.328081396,18.18828987,1.350746809,8677.543179,800.5476553,7689.363142,6.14506013
rhi,Robert Half International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/611b69c8-80ec-11ea-97f0-00000000092a.png,https://www.roberthalf.com/,B,Medium,BB,Medium,BB,Medium,255,334,310,899,19-04-2022,BB,Medium,315213,0.031336013,10.10160361,0.642799914,10816.95754,1027.886871,9967.331683,7.912450189
pxd,Pioneer Natural Resources Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/5d0d741c-80ec-11ea-a494-00000000092a.png,https://www.pxd.com/,AA,Excellent,BBB,High,BB,Medium,700,412,300,1412,18-04-2022,A,High,1038357,0.391355367,12.52887504,2.368931291,16787.86433,842.3289527,5436.752234,5.836491587
rol,Rollins Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/65f77576-80ec-11ea-b637-00000000092a.png,https://www.rollins.com/,A,High,BB,Medium,BB,Medium,500,300,305,1105,19-04-2022,BBB,High,84839,0.485413271,15.87378491,1.758948404,19037.45627,658.6763283,3208.943685,4.31968906
rmd,Resmed Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/6392da88-80ec-11ea-998e-00000000092a.png,https://www.resmed.com/,BB,Medium,BB,Medium,BB,Medium,330,312,300,942,19-04-2022,BBB,High,943819,0.447900994,18.74214496,2.599495587,19007.41895,1184.128157,7931.23634,8.269431061
schw,Charles Schwab Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/867fa080-80e0-11ea-9be1-00000000092a.png,https://www.schwab.com/,A,High,BB,Medium,BB,Medium,515,300,300,1115,16-04-2022,BBB,High,316709,0.109022492,26.55557947,2.165011682,24976.53069,892.3820134,6290.45343,6.317852946
rok,Rockwell Automation Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/65a84b78-80ec-11ea-a534-00000000092a.png,https://www.rockwellautomation.com/,BB,Medium,B,Medium,B,Medium,308,243,210,761,19-04-2022,BB,Medium,1024478,1.235092386,21.32700429,-0.665451339,16561.38854,783.6284728,3546.506504,5.067971564
tdg,TransDigm Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/80ac1b50-80ec-11ea-a061-00000000092a.png,https://www.transdigm.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,1260221,0.612718323,22.11819392,1.997326317,21085.08224,870.201282,7264.148017,6.428759478
see,Sealed Air Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/6c39a694-80ec-11ea-9601-00000000092a.png,https://sealedair.com/,A,High,BB,Medium,B,Medium,555,318,257,1130,19-04-2022,BBB,High,1012100,0.653160549,21.05648221,1.711306807,22566.15666,610.109198,9623.93108,5.602494917
rop,Roper Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/6649ef38-80ec-11ea-a694-00000000092a.png,https://www.ropertech.com/,A,High,BB,Medium,BB,Medium,570,350,340,1260,19-04-2022,A,High,882835,1.11155139,9.749423872,1.536004726,9615.667812,682.8414384,9062.34387,5.844608307
swk,Stanley Black & Decker Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/5acc625a815c258fc2f37a7ee1e02489374a3c1b896b8919dff795cfd7f2002d.png,https://www.stanleyblackanddecker.com/,A,High,BB,Medium,BB,Medium,555,315,300,1170,19-04-2022,BBB,High,93556,0.243087458,13.0724853,1.850995652,16866.06667,1194.660685,5811.408305,7.814985329
stz,Constellation Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,https://static.finnhub.io/logo/79274efe-80ec-11ea-a002-00000000092a.png,https://www.cbrands.com/,BBB,High,BB,Medium,B,Medium,459,313,295,1067,16-04-2022,BBB,High,16918,0.70228732,21.32335287,1.210470942,13223.31962,608.7985293,3162.136771,4.035296262
syk,Stryker Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7b69d1b8-80ec-11ea-8adc-00000000092a.png,https://www.stryker.com/,BBB,High,BB,Medium,BB,Medium,485,321,325,1131,19-04-2022,BBB,High,310764,0.169474349,17.10313552,2.869188356,9832.69291,998.4628566,4281.077473,6.389052198
syy,Sysco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/7d98fe90-80ec-11ea-8efe-00000000092a.png,https://www.sysco.com/,A,High,BB,Medium,BB,Medium,555,301,305,1161,19-04-2022,BBB,High,96021,0.679207054,27.96691004,0.810020325,16932.54809,773.8524158,8637.538952,6.237790845
shw,Sherwin-Williams Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/6f293378-80ec-11ea-a6d1-00000000092a.png,https://www.sherwin-williams.com/,B,Medium,B,Medium,B,Medium,295,259,220,774,19-04-2022,BB,Medium,89800,1.061517382,11.14321497,2.677573217,13767.93204,999.8113784,7562.704313,7.187805955
spgi,S&P Global Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/2746fe14-80ec-11ea-98af-00000000092a.png,https://www.spglobal.com/,BBB,High,BB,Medium,BB,Medium,435,341,310,1086,11-06-2022,BBB,High,64040,1.011300674,9.096209527,2.755185827,11559.73588,1005.266821,3543.684152,6.250274091
ste,STERIS plc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/7994efac322b7ad341facfee5c9fcf15f66bed805484134ee74b573f56fb60c1.png,https://www.steris.com/,A,High,BB,Medium,BB,Medium,510,301,305,1116,19-04-2022,BBB,High,1757898,0.051981467,13.83337004,1.01133887,15266.60681,864.2669149,9674.729039,6.96967224
syf,Synchrony Financial,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/d47e2046-80cf-11ea-9956-00000000092a.png,https://www.synchrony.com/,BB,Medium,BB,Medium,BB,Medium,325,312,310,947,19-04-2022,BBB,High,1601712,1.210717996,12.8588627,-0.156842661,10714.37278,1188.973984,5904.630779,7.800726312
spg,Simon Property Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/7457aade-80ec-11ea-9de4-00000000092a.png,http://www.simon.com/,B,Medium,B,Medium,B,Medium,225,247,205,677,19-04-2022,B,Medium,1063761,1.125333905,13.17558833,0.329211217,14120.82974,666.0686391,3309.335408,4.378489234
sre,Sempra Energy,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/761f51b8-80ec-11ea-8baf-00000000092a.png,https://www.sempra.com/,AA,Excellent,BB,Medium,BB,Medium,700,386,310,1396,19-04-2022,A,High,1032208,0.175594369,22.87128212,2.443103441,24519.30125,610.9724061,9560.490055,5.593849011
so,Southern Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/7372a876-80ec-11ea-85f4-00000000092a.png,https://www.southerncompany.com/,A,High,BB,Medium,BB,Medium,515,307,330,1152,19-04-2022,BBB,High,92122,0.773714734,14.52343737,-0.272220522,15317.76237,1123.763186,6942.446603,7.704875626
stt,State Street Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/79719626-80ec-11ea-aeff-00000000092a.png,https://www.statestreet.com/home.html,B,Medium,B,Medium,B,Medium,225,211,210,646,19-04-2022,B,Medium,93751,1.358452121,5.724750184,0.3360652,13901.25622,742.7579286,8066.433492,5.931027792
sna,Snap-On Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/7270adb0-80ec-11ea-9ce1-00000000092a.png,https://www.snapon.com/,A,High,BB,Medium,B,Medium,500,300,261,1061,19-04-2022,BBB,High,91440,0.23106589,14.12685399,2.048748834,16525.33728,647.0120945,4515.77736,4.56829673
rtx,Raytheon Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/cbc931066795111b6f985e16035ce417298b00557a4ce7585eb53595ebda66e1.png,https://www.rtx.com/,A,High,BB,Medium,BBB,High,520,330,400,1250,11-06-2022,A,High,101829,0.155878275,24.14638214,1.711358433,24517.34767,837.2471694,7026.689998,6.198567775
hig,Hartford Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/f5c0966c-80eb-11ea-aa55-00000000092a.png,https://www.thehartford.com/,A,High,BB,Medium,BB,Medium,500,305,305,1110,17-04-2022,BBB,High,874766,1.114280854,29.74124626,1.574127686,24262.36587,1049.187004,5083.974791,6.868058658
tel,TE Connectivity Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/81c63b2c-80ec-11ea-baa4-00000000092a.png,https://www.te.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,19-04-2022,B,Medium,1385157,0.327829988,7.607075395,-0.384757089,22653.44475,1153.203735,3962.866721,7.154913479
tfx,Teleflex Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static4.finnhub.io/file/publicdatany2/stock_logo/TFX_4295905048.jpg,https://www.teleflex.com/,B,Medium,B,Medium,B,Medium,200,200,200,600,19-04-2022,B,Medium,96943,0.692735125,23.86183657,2.109704311,13267.57798,576.7540612,9267.537138,5.328878259
tfc,Truist Financial Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/50ba697e87554ae92fd2decca59d04a9c03acaac4a994a4902eafed0531f0a4d.png,https://www.truist.com/,BBB,High,BB,Medium,BB,Medium,480,308,300,1088,11-06-2022,BBB,High,92230,0.973323979,15.68476475,0.93422645,20605.73752,1171.138462,9293.798778,8.528419602
tdy,Teledyne Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,https://static.finnhub.io/logo/800bfc1a-80ec-11ea-bbca-00000000092a.png,https://www.teledyne.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,1094285,0.683088972,26.01784346,1.336448904,5683.809434,919.0038614,3964.205488,5.882953824
tgt,Target Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/83bbf858-80ec-11ea-9454-00000000092a.png,https://corporate.target.com/,A,High,BB,Medium,BB,Medium,550,342,313,1205,19-04-2022,A,High,27419,0.963677315,26.59802331,2.286285379,6562.563323,878.5074261,7365.790603,6.483152112
tjx,TJX Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/867767c8-80ec-11ea-84cc-00000000092a.png,https://www.tjx.com/index.html,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,109198,0.186012699,29.69867564,2.03822958,6510.853694,672.2003608,3428.358806,4.432310901
tpr,Tapestry Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/58ad34560d8e182ad9f36cef6e62734c155a4efcfb882243789cbe3a0b2edf4a.png,https://www.tapestry.com/,BBB,High,BB,Medium,BB,Medium,483,310,300,1093,11-06-2022,BBB,High,1116132,1.250467036,15.76280855,2.701986145,24380.6186,530.8693193,8085.11336,4.810267376
trv,Travelers Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/8a5ea176-80ec-11ea-bcad-00000000092a.png,https://www.travelers.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,27-07-2022,BBB,High,86312,0.65013486,7.976929688,1.891189482,14563.82049,815.3219673,3102.003635,5.129170438
tmo,Thermo Fisher Scientific Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/87f0bdac-80ec-11ea-b741-00000000092a.png,https://www.thermofisher.com/,A,High,BB,Medium,B,Medium,527,332,280,1139,19-04-2022,BBB,High,97745,0.197909058,10.12797488,-0.616589481,7440.171508,1003.24129,7930.370951,7.288102512
tt,Trane Technologies PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/a16640a1e06f4119b9995c996f11dc6ea7d1953abc843cced84c4755aa3a7497.png,https://www.tranetechnologies.com/,AA,Excellent,BB,Medium,BB,Medium,700,389,320,1409,11-06-2022,A,High,1466258,1.441034639,18.70220664,2.613362053,18590.63097,604.2869347,3994.624579,4.2162785
tsn,Tyson Foods Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/8b141262-80ec-11ea-805e-00000000092a.png,https://www.tysonfoods.com/,A,High,BB,Medium,BB,Medium,530,374,340,1244,19-04-2022,A,High,100493,0.733548967,22.59342929,-0.350406701,23093.72109,958.7881887,9877.904203,7.532895421
tyl,Tyler Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/8f0155d4-80ec-11ea-a06e-00000000092a.png,https://www.tylertech.com/,BBB,High,BB,Medium,BB,Medium,400,306,305,1011,19-04-2022,BBB,High,860731,0.970908296,7.040412993,2.756984442,16348.54925,795.7293945,5210.378589,5.531948965
txt,Textron Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/8d40143a-80ec-11ea-a456-00000000092a.png,https://www.textron.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,17-09-2022,BBB,High,217346,0.781581368,22.29178287,0.850132172,6160.734877,1163.240371,4275.291839,7.267199165
unh,UnitedHealth Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/91f38836-80ec-11ea-a5be-00000000092a.png,https://www.unitedhealthgroup.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,731766,0.911497811,26.77052977,0.864934124,17206.1044,808.5595323,9602.355437,6.655650502
ups,United Parcel Service Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Logistics and Transportation,https://static.finnhub.io/logo/938d3558-80ec-11ea-b87d-00000000092a.png,https://www.ups.com/,A,High,BB,Medium,B,Medium,540,374,245,1159,19-04-2022,BBB,High,1090727,0.75479435,5.64043484,1.375683929,8051.171287,861.3833602,6529.141357,6.192059908
udr,UDR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/900c0f4a-80ec-11ea-8d9b-00000000092a.png,https://www.udr.com/,B,Medium,BB,Medium,B,Medium,225,301,215,741,19-04-2022,B,Medium,74208,1.03897607,25.74570975,1.667126804,19245.69363,893.8912597,4204.867167,5.819670966
uhs,Universal Health Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/91358978-80ec-11ea-9330-00000000092a.png,https://uhs.com/,A,High,BB,Medium,BB,Medium,560,320,338,1218,19-04-2022,A,High,352915,0.584265413,15.46078381,2.286702851,5360.378561,733.1048531,3301.564473,4.727177865
mos,Mosaic Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/2d0284ee-80ec-11ea-9f28-00000000092a.png,https://www.mosaicco.com/,A,High,BB,Medium,BB,Medium,515,379,315,1209,18-04-2022,A,High,1285785,0.661089274,13.34044806,-0.901580364,12926.3572,1155.173205,9756.269325,8.546159372
usb,US Bancorp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/9490028a-80ec-11ea-bee6-00000000092a.png,https://www.usbank.com/,BB,Medium,BB,Medium,BB,Medium,336,317,300,953,19-04-2022,BBB,High,36104,0.205363914,17.71310988,2.763616405,14693.80154,749.21133,6002.556641,5.471080124
uri,United Rentals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Trading Companies and Distributors,https://static.finnhub.io/logo/93d2840c-80ec-11ea-af66-00000000092a.png,https://www.unitedrentals.com/,BBB,High,BB,Medium,BB,Medium,472,318,300,1090,19-04-2022,BBB,High,1067701,0.098502424,15.49688435,1.866927446,15066.73018,1073.772383,3145.821492,6.525483862
vno,Vornado Realty Trust,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/9a0bc3a8-80ec-11ea-b356-00000000092a.png,https://www.vno.com/,A,High,BB,Medium,BB,Medium,540,326,325,1191,19-04-2022,BBB,High,899689,0.432298658,29.59141063,0.782132005,22381.66176,807.174024,4881.297614,5.520345858
vlo,Valero Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/9895287e-80ec-11ea-9005-00000000092a.png,https://www.valero.com/,AA,Excellent,BB,Medium,BB,Medium,608,307,330,1245,19-04-2022,A,High,1035002,0.406515025,24.42287444,0.372861452,23253.66162,713.1044761,3969.813542,4.798248903
vfc,VF Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Textiles Apparel and Luxury Goods,https://static.finnhub.io/logo/9740951a-80ec-11ea-ae98-00000000092a.png,https://www.vfc.com/,A,High,BB,Medium,BB,Medium,505,301,300,1106,19-04-2022,BBB,High,103379,1.075206174,19.79696038,1.831560974,13449.29911,534.5154845,7955.898051,4.787867828
v,Visa Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/96a1dba6-80ec-11ea-8ab6-00000000092a.png,https://usa.visa.com/,A,High,BB,Medium,BB,Medium,504,368,310,1182,19-04-2022,BBB,High,1403161,0.036351037,17.48485334,1.992752338,5371.047442,651.5955777,5842.864525,4.90021083
vtr,Ventas Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/e63599b4-8279-11ea-a58d-00000000092a.png,https://www.ventasreit.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,740260,0.691699016,8.125817565,2.983758628,7610.267039,615.9056267,3305.790656,4.102254184
vmc,Vulcan Materials Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/98e82364-80ec-11ea-91db-00000000092a.png,https://www.vulcanmaterials.com/,A,High,BB,Medium,BB,Medium,570,319,300,1189,19-04-2022,BBB,High,1396009,0.124993679,18.27951111,-0.012741572,6214.041371,1116.575741,3492.723818,6.829313728
wec,WEC Energy Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/9ed91c64-80ec-11ea-a88a-00000000092a.png,https://www.wecenergygroup.com/,AA,Excellent,BBB,High,BB,Medium,635,438,300,1373,19-04-2022,A,High,783325,0.738168502,13.6564332,1.76064568,13180.51572,1198.043325,7397.59431,8.210115373
well,Welltower OP LLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/f36a2b02-80eb-11ea-bd6a-00000000092a.png,https://welltower.com/,BBB,High,BB,Medium,BB,Medium,437,326,300,1063,21-04-2022,BBB,High,766704,0.303465481,16.72762673,2.687405139,9482.799241,805.8312829,9782.806315,6.676611991
wat,Waters Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/0a5c3417481b22f5acd53469adf5c18e0c8d5a99e49bd245766818352728169f.png,https://www.waters.com/nextgen/us/en.html,B,Medium,B,Medium,B,Medium,270,292,235,797,19-04-2022,BB,Medium,1000697,0.438040097,19.94969463,1.700584003,11402.38081,957.9318196,3494.480926,5.984592356
wm,Waste Management Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services and Supplies,https://static.finnhub.io/logo/a3d670b8-80ec-11ea-bd29-00000000092a.png,https://www.wm.com/,AA,Excellent,BBB,High,B,Medium,613,408,285,1306,19-04-2022,A,High,823768,0.270565503,6.076775327,0.590505495,13417.2782,558.4148768,6653.142457,4.603275207
wab,Westinghouse Air Brake Technologies Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/9c29d5da-80ec-11ea-a77b-00000000092a.png,https://www.wabteccorp.com/,AA,Excellent,BB,Medium,BB,Medium,607,311,320,1238,19-04-2022,A,High,943452,0.319292193,10.00893111,-0.051242221,11045.7177,761.1275598,6696.727303,5.697903991
wmb,Williams Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/9c7840c7a4d838e2d8eb3e1244b180fbd5d2c11bdfe84ff0591b407ac5c4272c.png,https://www.williams.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,20-04-2022,BBB,High,107263,0.34835807,7.886836069,0.76498959,5726.698791,700.6004496,6015.653596,5.204701972
wfc,Wells Fargo & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/a108f354-80ec-11ea-a9e8-00000000092a.png,https://www.wellsfargo.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,19-04-2022,BBB,High,72971,0.483394971,7.901002627,1.575211142,17459.89212,941.7311521,5082.898524,6.285034513
whr,Whirlpool Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/144dfbd3d1545da3e390c36dbaecce8bef72e443a4cfd828c95c9fddc25dbee2.png,https://www.whirlpoolcorp.com/,A,High,BB,Medium,BB,Medium,500,301,300,1101,20-04-2022,BBB,High,106640,0.256531913,18.37501628,2.468255517,7416.944295,883.6901128,5439.193404,6.049402366
wst,West Pharmaceutical Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static.finnhub.io/logo/a8401906-80ec-11ea-b1a2-00000000092a.png,https://www.westpharma.com/,A,High,BB,Medium,BB,Medium,540,330,305,1175,20-04-2022,BBB,High,105770,0.648110003,13.49475786,2.939114397,22147.79553,1107.402288,9765.044994,8.301434858
wrb,W R Berkley Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/740dcb527b61009b015033853e9bfbf73290277f9b9ea340f649eed255598acf.png,https://www.berkley.com,BB,Medium,B,Medium,BB,Medium,360,294,300,954,19-04-2022,BBB,High,11544,0.103876574,23.79940686,1.461521364,14308.37781,894.3847936,6920.293268,6.469081256
wmt,Walmart Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/52057505dd05a752d364065fcddf7772a700b31c47c39e9dcb41e393f6693d52.png,https://corporate.walmart.com,BB,Medium,B,Medium,B,Medium,310,281,220,811,19-04-2022,BB,Medium,104169,1.104047176,14.85094311,0.165496825,5884.81346,1125.295625,6211.0922,7.528131492
wu,Western Union Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/a9014bda-80ec-11ea-8ebd-00000000092a.png,https://corporate.westernunion.com/,B,Medium,B,Medium,B,Medium,205,205,228,638,20-04-2022,B,Medium,1365135,0.137962357,18.40714085,2.135428044,11457.82649,674.9041315,6018.703333,5.073432771
yum,Yum! Brands Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/YUM_4295905127.png,https://www.yum.com/wps/portal/yumbrands/Yumbrands,A,High,BB,Medium,BB,Medium,500,320,310,1130,20-04-2022,BBB,High,1041061,1.267653369,12.78655452,-0.515491114,23811.85567,1190.679412,5646.596413,7.761036645
xyl,Xylem Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/b7806a5bdc1a1644d60a225492aab173dfd95635750d7b9b45b8c0b294de1c6b.png,https://www.xylem.com/,BB,Medium,B,Medium,B,Medium,374,254,210,838,20-04-2022,BB,Medium,1524472,0.22423009,16.57391298,-0.488760941,24646.07849,726.9122296,3477.799034,4.755567398
